PM2.5,PM10,Temp,Humidity,hour,pm25_lag_1,pm25_lag_2,temp_lag_1
113.0290909090909,126.98363636363638,28.08,89.36,22,113.78272727272727,114.53636363636363,28.52
112.27545454545454,125.54818181818183,27.64,90.88,23,113.0290909090909,113.78272727272727,28.08
111.52181818181818,124.11272727272728,27.2,92.4,0,112.27545454545454,113.0290909090909,27.64
110.76818181818182,122.67727272727274,26.759999999999998,93.92,1,111.52181818181818,112.27545454545454,27.2
110.01454545454546,121.24181818181819,26.32,95.44,2,110.76818181818182,111.52181818181818,26.759999999999998
109.2609090909091,119.80636363636364,25.88,96.96,3,110.01454545454546,110.76818181818182,26.32
108.50727272727272,118.3709090909091,25.44,98.48,4,109.2609090909091,110.01454545454546,25.88
107.75363636363636,116.93545454545455,25.0,100.0,5,108.50727272727272,109.2609090909091,25.44
107.0,115.5,27.433333333333334,94.76666666666667,6,107.75363636363636,108.50727272727272,25.0
77.1875,88.1875,29.866666666666664,89.53333333333333,7,107.0,107.75363636363636,27.433333333333334
47.375,60.875,32.3,84.3,8,77.1875,107.0,29.866666666666664
49.6875,64.75916666666666,36.099999999999994,69.19999999999999,9,47.375,77.1875,32.3
52.0,68.64333333333333,37.9,62.8,10,49.6875,47.375,36.099999999999994
58.86,72.08,37.6,63.48333333333333,11,52.0,49.6875,37.9
33.333333333333336,43.734,38.1,60.4,12,58.86,52.0,37.6
32.833333333333336,44.94166666666666,38.5875,57.85,13,33.333333333333336,58.86,38.1
30.0,42.25,37.23375,61.735,14,32.833333333333336,33.333333333333336,38.5875
31.321428571428573,42.16571428571428,35.88,65.62,15,30.0,32.833333333333336,37.23375
30.678571428571427,42.021428571428565,34.53333333333333,69.37777777777778,16,31.321428571428573,30.0,35.88
31.669999999999998,42.646,32.22857142857143,76.25714285714285,17,30.678571428571427,31.321428571428573,34.53333333333333
41.80714285714286,58.285714285714285,31.228571428571428,83.62857142857142,18,31.669999999999998,30.678571428571427,32.22857142857143
41.01428571428572,56.964285714285715,31.1,86.2,19,41.80714285714286,31.669999999999998,31.228571428571428
39.6,52.7,30.65,88.8,20,41.01428571428572,41.80714285714286,31.1
43.09571428571429,56.81857142857143,30.4,89.58,21,39.6,41.01428571428572,30.65
43.8125,58.5625,30.125,90.05,22,43.09571428571429,39.6,30.4
45.3875,59.725,30.05,90.25,23,43.8125,43.09571428571429,30.125
69.90625,85.17625,29.842857142857145,91.12857142857142,0,45.3875,43.8125,30.05
88.6,109.4,29.771428571428572,91.71428571428571,1,69.90625,45.3875,29.842857142857145
47.5,65.25,29.7,92.3,2,88.6,69.90625,29.771428571428572
57.8125,75.5575,30.447499999999998,89.5925,3,47.5,88.6,29.7
68.125,85.865,31.195,86.88499999999999,4,57.8125,47.5,30.447499999999998
78.4375,96.17249999999999,31.9425,84.1775,5,68.125,57.8125,31.195
88.75,106.47999999999999,32.69,81.47,6,78.4375,68.125,31.9425
99.0625,116.7875,33.4375,78.7625,7,88.75,78.4375,32.69
109.375,127.09499999999998,34.185,76.055,8,99.0625,88.75,33.4375
119.6875,137.40249999999997,34.9325,73.3475,9,109.375,99.0625,34.185
130.0,147.70999999999998,35.68,70.64,10,119.6875,109.375,34.9325
45.107142857142854,61.05428571428571,38.5,61.88333333333333,11,130.0,119.6875,35.68
39.1875,53.0625,38.82,60.0,12,45.107142857142854,130.0,38.5
35.65,48.6,37.88,61.370000000000005,13,39.1875,45.107142857142854,38.82
29.336666666666662,40.01444444444444,36.675,64.8375,14,35.65,39.1875,37.88
30.28375,39.6875,36.18333333333333,66.0,15,29.336666666666662,35.65,36.675
31.4,41.7675,33.0,65.38000000000001,16,30.28375,29.336666666666662,36.18333333333333
36.90833333333333,47.666666666666664,31.910000000000004,68.72999999999999,17,31.4,30.28375,33.0
